,instant,Date,Season,Month,Hour,Holiday,Weekdays,Weather-situation,Temperature,Atemp,Humidity,Windspeed,Casual,Registered,Total Count
680,690,01-02-2011,Spring,2,1,False,2,Mist,-17.688888888888886,-17.67677777777778,0.69,0.1045,0,3,3.0
681,691,01-02-2011,Spring,2,2,False,2,Mist,-17.688888888888886,-17.6515,0.69,0.0,0,2,2.0
682,692,01-02-2011,Spring,2,3,False,2,Mist,-17.688888888888886,-17.6515,0.69,0.0,0,2,2.0
683,693,01-02-2011,Spring,2,5,False,2,Light Snow,-17.700000000000003,-17.659944444444445,0.93,0.0,0,3,3.0
684,694,01-02-2011,Spring,2,6,False,2,Light Snow,-17.700000000000003,-17.659944444444445,0.93,0.0,0,22,22.0
685,695,01-02-2011,Spring,2,7,False,2,Light Snow,-17.688888888888886,-17.6515,0.93,0.0,0,52,52.0
686,696,01-02-2011,Spring,2,8,False,2,Light Snow,-17.688888888888886,-17.6515,0.93,0.0,3,132,135.0
687,697,01-02-2011,Spring,2,9,False,2,Mist,-17.688888888888886,-17.6515,0.93,0.0,2,114,116.0
688,698,01-02-2011,Spring,2,10,False,2,Mist,-17.688888888888886,-17.6515,0.93,0.0,0,47,47.0
689,699,01-02-2011,Spring,2,11,False,2,Mist,-17.677777777777777,-17.64311111111111,0.86,0.0,2,49,51.0
690,700,01-02-2011,Spring,2,12,False,2,Mist,-17.666666666666668,-17.634666666666664,0.86,0.0,2,53,55.0
691,701,01-02-2011,Spring,2,13,False,2,Mist,-17.666666666666668,-17.634666666666664,0.86,0.0,3,49,52.0
692,702,01-02-2011,Spring,2,14,False,2,Mist,-17.655555555555555,-17.634666666666664,0.8,0.0896,5,49,54.0
693,703,01-02-2011,Spring,2,15,False,2,Mist,-17.644444444444446,-17.617833333333333,0.75,0.0,7,45,52.0
694,704,01-02-2011,Spring,2,16,False,2,Mist,-17.644444444444446,-17.64311111111111,0.75,0.1343,3,61,64.0
695,705,01-02-2011,Spring,2,17,False,2,Mist,-17.644444444444446,-17.617833333333333,0.75,0.0,4,172,176.0
696,706,01-02-2011,Spring,2,18,False,2,Mist,-17.644444444444446,-17.634666666666664,0.81,0.1045,3,165,168.0
697,707,01-02-2011,Spring,2,19,False,2,Mist,-17.644444444444446,-17.64311111111111,0.81,0.1343,3,105,108.0
698,708,01-02-2011,Spring,2,20,False,2,Mist,-17.655555555555555,-17.6515,0.87,0.1343,5,69,74.0
699,709,01-02-2011,Spring,2,21,False,2,Mist,-17.655555555555555,-17.6515,0.87,0.1343,0,64,64.0
700,710,01-02-2011,Spring,2,22,False,2,Mist,-17.655555555555555,-17.634666666666664,0.87,0.0896,2,34,36.0
701,711,01-02-2011,Spring,2,23,False,2,Light Snow,-17.666666666666668,-17.668333333333337,0.93,0.194,1,15,16.0
702,712,02-02-2011,Spring,2,0,False,3,Light Snow,-17.655555555555555,-17.64311111111111,0.93,0.1045,0,2,2.0
703,713,02-02-2011,Spring,2,1,False,3,Light Snow,-17.655555555555555,-17.6515,0.93,0.194,0,3,3.0
704,714,02-02-2011,Spring,2,2,False,3,Light Snow,-17.655555555555555,-17.6515,0.93,0.1343,4,0,4.0
705,715,02-02-2011,Spring,2,3,False,3,Light Snow,-17.655555555555555,-17.6515,0.93,0.1343,0,1,1.0
706,716,02-02-2011,Spring,2,4,False,3,Light Snow,-17.655555555555555,-17.659944444444445,0.93,0.2836,0,1,1.0
707,717,02-02-2011,Spring,2,5,False,3,Light Snow,-17.655555555555555,-17.64311111111111,0.93,0.1045,0,3,3.0
708,718,02-02-2011,Spring,2,6,False,3,Light Snow,-17.655555555555555,-17.64311111111111,0.93,0.1045,1,17,18.0
709,719,02-02-2011,Spring,2,7,False,3,Light Snow,-17.655555555555555,-17.659944444444445,0.93,0.2239,1,48,49.0
710,720,02-02-2011,Spring,2,8,False,3,Light Snow,-17.655555555555555,-17.659944444444445,0.93,0.2239,1,154,155.0
711,721,02-02-2011,Spring,2,9,False,3,Mist,-17.644444444444446,-17.634666666666664,0.93,0.0896,4,119,123.0
712,722,02-02-2011,Spring,2,10,False,3,Mist,-17.655555555555555,-17.62627777777778,1.0,0.0,2,59,61.0
713,723,02-02-2011,Spring,2,11,False,3,Mist,-17.644444444444446,-17.6515,0.93,0.194,5,47,52.0
714,724,02-02-2011,Spring,2,12,False,3,Mist,-17.644444444444446,-17.6515,0.93,0.2239,3,61,64.0
715,725,02-02-2011,Spring,2,13,False,3,Clear,-17.58888888888889,-17.59261111111111,0.93,0.1642,1,74,75.0
716,726,02-02-2011,Spring,2,14,False,3,Clear,-17.666666666666668,-17.558944444444446,0.82,0.3881,2,61,63.0
717,727,02-02-2011,Spring,2,15,False,3,Clear,-17.666666666666668,-17.558944444444446,0.76,0.3284,10,66,76.0
718,728,02-02-2011,Spring,2,16,False,3,Clear,-17.666666666666668,-17.59261111111111,0.71,0.2985,8,95,103.0
719,729,02-02-2011,Spring,2,17,False,3,Clear,-17.666666666666668,-17.601,0.53,0.5224,7,183,183.5
720,730,02-02-2011,Spring,2,18,False,3,Clear,-17.58888888888889,-17.617833333333333,0.42,0.5522,7,175,182.0
721,731,02-02-2011,Spring,2,19,False,3,Clear,-17.62222222222222,-17.64311111111111,0.45,0.4925,3,88,91.0
722,732,02-02-2011,Spring,2,20,False,3,Clear,-17.644444444444446,-17.668333333333337,0.48,0.5522,4,71,75.0
723,733,02-02-2011,Spring,2,21,False,3,Clear,-17.655555555555555,-17.668333333333337,0.47,0.3284,1,62,63.0
724,734,02-02-2011,Spring,2,22,False,3,Clear,-17.655555555555555,-17.659944444444445,0.44,0.2537,5,35,40.0
725,735,02-02-2011,Spring,2,23,False,3,Clear,-17.666666666666668,-17.685166666666667,0.44,0.4478,3,29,32.0
726,736,03-02-2011,Spring,2,0,False,4,Clear,-17.666666666666668,-17.685166666666667,0.4,0.4478,1,11,12.0
727,737,03-02-2011,Spring,2,1,False,4,Clear,-17.666666666666668,-17.69361111111111,0.44,0.5224,0,5,5.0
728,738,03-02-2011,Spring,2,2,False,4,Clear,-17.677777777777777,-17.685166666666667,0.43,0.2537,0,2,2.0
729,739,03-02-2011,Spring,2,3,False,4,Clear,-17.677777777777777,-17.685166666666667,0.43,0.2537,0,1,1.0
730,740,03-02-2011,Spring,2,5,False,4,Clear,-17.688888888888886,-17.702,0.5,0.2985,0,2,2.0
731,741,03-02-2011,Spring,2,6,False,4,Clear,-17.688888888888886,-17.702,0.43,0.3582,0,39,39.0
732,742,03-02-2011,Spring,2,7,False,4,Clear,-17.700000000000003,-17.710444444444445,0.5,0.3284,1,86,87.0
733,743,03-02-2011,Spring,2,8,False,4,Clear,-17.700000000000003,-17.710444444444445,0.5,0.3582,4,184,183.5
734,744,03-02-2011,Spring,2,9,False,4,Clear,-17.688888888888886,-17.702,0.47,0.2985,6,127,133.0
735,745,03-02-2011,Spring,2,10,False,4,Clear,-17.677777777777777,-17.69361111111111,0.43,0.3284,2,50,52.0
736,746,03-02-2011,Spring,2,11,False,4,Clear,-17.677777777777777,-17.702,0.43,0.4478,9,55,64.0
737,747,03-02-2011,Spring,2,12,False,4,Clear,-17.666666666666668,-17.67677777777778,0.4,0.3582,2,67,69.0
738,748,03-02-2011,Spring,2,13,False,4,Clear,-17.666666666666668,-17.685166666666667,0.4,0.4179,4,47,51.0
739,749,03-02-2011,Spring,2,14,False,4,Clear,-17.655555555555555,-17.668333333333337,0.37,0.3881,4,43,47.0
740,750,03-02-2011,Spring,2,15,False,4,Clear,-17.655555555555555,-17.668333333333337,0.37,0.3284,4,56,60.0
741,751,03-02-2011,Spring,2,16,False,4,Clear,-17.655555555555555,-17.659944444444445,0.37,0.2537,5,73,78.0
742,752,03-02-2011,Spring,2,17,False,4,Clear,-17.666666666666668,-17.668333333333337,0.4,0.194,5,170,175.0
743,753,03-02-2011,Spring,2,18,False,4,Clear,-17.666666666666668,-17.659944444444445,0.4,0.1642,2,145,147.0
744,754,03-02-2011,Spring,2,19,False,4,Clear,-17.666666666666668,-17.634666666666664,0.4,0.0,4,92,96.0
745,755,03-02-2011,Spring,2,20,False,4,Clear,-17.666666666666668,-17.6515,0.47,0.0896,1,108,109.0
746,756,03-02-2011,Spring,2,21,False,4,Clear,-17.677777777777777,-17.659944444444445,0.55,0.1045,1,53,54.0
747,757,03-02-2011,Spring,2,22,False,4,Clear,-17.677777777777777,-17.659944444444445,0.51,0.0896,2,39,41.0
748,758,03-02-2011,Spring,2,23,False,4,Clear,-17.666666666666668,-17.6515,0.47,0.1045,4,34,38.0
749,759,04-02-2011,Spring,2,0,False,5,Mist,-17.666666666666668,-17.634666666666664,0.44,0.0,3,10,13.0
750,760,04-02-2011,Spring,2,1,False,5,Mist,-17.688888888888886,-17.6515,0.59,0.0,0,7,7.0
751,761,04-02-2011,Spring,2,2,False,5,Mist,-17.700000000000003,-17.685166666666667,0.63,0.1045,0,1,1.0
752,762,04-02-2011,Spring,2,3,False,5,Mist,-17.700000000000003,-17.685166666666667,0.63,0.1045,0,1,1.0
753,763,04-02-2011,Spring,2,5,False,5,Mist,-17.700000000000003,-17.69361111111111,0.63,0.1343,0,7,7.0
754,764,04-02-2011,Spring,2,6,False,5,Mist,-17.688888888888886,-17.6515,0.55,0.0,2,26,28.0
755,765,04-02-2011,Spring,2,7,False,5,Clear,-17.700000000000003,-17.659944444444445,0.59,0.0,0,87,87.0
756,766,04-02-2011,Spring,2,8,False,5,Clear,-17.700000000000003,-17.69361111111111,0.74,0.1343,3,217,183.5
757,767,04-02-2011,Spring,2,9,False,5,Mist,-17.688888888888886,-17.67677777777778,0.8,0.1343,3,124,127.0
758,768,04-02-2011,Spring,2,10,False,5,Mist,-17.666666666666668,-17.659944444444445,0.51,0.1343,5,46,51.0
759,769,04-02-2011,Spring,2,11,False,5,Clear,-17.655555555555555,-17.6515,0.51,0.1642,3,61,64.0
760,770,04-02-2011,Spring,2,12,False,5,Mist,-17.644444444444446,-17.64311111111111,0.48,0.1642,8,78,86.0
761,771,04-02-2011,Spring,2,13,False,5,Mist,-17.633333333333333,-17.634666666666664,0.5,0.2239,9,73,82.0
762,772,04-02-2011,Spring,2,14,False,5,Mist,-17.62222222222222,-17.62627777777778,0.45,0.1642,15,76,91.0
763,773,04-02-2011,Spring,2,15,False,5,Mist,-17.62222222222222,-17.62627777777778,0.48,0.2537,9,81,90.0
764,774,04-02-2011,Spring,2,16,False,5,Mist,-17.61111111111111,-17.617833333333333,0.42,0.2239,8,91,99.0
765,775,04-02-2011,Spring,2,17,False,5,Mist,-17.633333333333333,-17.62627777777778,0.56,0.1343,10,195,183.5
766,776,04-02-2011,Spring,2,18,False,5,Mist,-17.644444444444446,-17.634666666666664,0.6,0.1045,3,152,155.0
767,777,04-02-2011,Spring,2,19,False,5,Mist,-17.644444444444446,-17.64311111111111,0.65,0.1343,1,102,103.0
768,778,04-02-2011,Spring,2,20,False,5,Mist,-17.644444444444446,-17.64311111111111,0.65,0.1642,2,69,71.0
769,779,04-02-2011,Spring,2,21,False,5,Mist,-17.644444444444446,-17.64311111111111,0.7,0.1642,2,41,43.0
770,780,04-02-2011,Spring,2,22,False,5,Mist,-17.644444444444446,-17.64311111111111,0.65,0.1642,1,45,46.0
771,781,04-02-2011,Spring,2,23,False,5,Mist,-17.644444444444446,-17.64311111111111,0.7,0.1343,1,30,31.0
772,782,05-02-2011,Spring,2,0,False,6,Mist,-17.644444444444446,-17.64311111111111,0.7,0.1642,3,36,39.0
773,783,05-02-2011,Spring,2,1,False,6,Mist,-17.644444444444446,-17.64311111111111,0.65,0.1642,1,17,18.0
774,784,05-02-2011,Spring,2,2,False,6,Mist,-17.644444444444446,-17.64311111111111,0.75,0.1642,5,12,17.0
775,785,05-02-2011,Spring,2,3,False,6,Mist,-17.644444444444446,-17.64311111111111,0.75,0.1642,1,10,11.0
776,786,05-02-2011,Spring,2,4,False,6,Light Snow,-17.655555555555555,-17.6515,0.93,0.1343,0,8,8.0
777,787,05-02-2011,Spring,2,5,False,6,Light Snow,-17.666666666666668,-17.6515,1.0,0.0896,0,9,9.0
778,788,05-02-2011,Spring,2,6,False,6,Light Snow,-17.666666666666668,-17.634666666666664,1.0,0.0,0,4,4.0
779,789,05-02-2011,Spring,2,7,False,6,Light Snow,-17.655555555555555,-17.634666666666664,0.93,0.0896,0,4,4.0
780,790,05-02-2011,Spring,2,8,False,6,Light Snow,-17.666666666666668,-17.6515,1.0,0.0896,0,10,10.0
781,791,05-02-2011,Spring,2,9,False,6,Light Snow,-17.666666666666668,-17.6515,1.0,0.0896,3,17,20.0
782,792,05-02-2011,Spring,2,10,False,6,Light Snow,-17.666666666666668,-17.659944444444445,1.0,0.1343,3,31,34.0
783,793,05-02-2011,Spring,2,11,False,6,Light Snow,-17.655555555555555,-17.6515,1.0,0.1343,1,46,47.0
784,794,05-02-2011,Spring,2,12,False,6,Light Snow,-17.655555555555555,-17.6515,1.0,0.1642,10,42,52.0
785,795,05-02-2011,Spring,2,13,False,6,Light Snow,-17.655555555555555,-17.6515,1.0,0.1642,10,62,72.0
786,796,05-02-2011,Spring,2,14,False,6,Light Snow,-17.655555555555555,-17.62627777777778,1.0,0.0,5,50,55.0
787,797,05-02-2011,Spring,2,15,False,6,Light Snow,-17.655555555555555,-17.62627777777778,1.0,0.0,11,49,60.0
788,798,05-02-2011,Spring,2,16,False,6,Light Snow,-17.655555555555555,-17.6515,1.0,0.1343,8,63,71.0
789,799,05-02-2011,Spring,2,17,False,6,Mist,-17.644444444444446,-17.659944444444445,1.0,0.2836,14,64,78.0
790,800,05-02-2011,Spring,2,18,False,6,Mist,-17.62222222222222,-17.64311111111111,0.93,0.4478,2,81,83.0
791,801,05-02-2011,Spring,2,19,False,6,Mist,-17.62222222222222,-17.64311111111111,0.93,0.4478,6,78,84.0
792,802,05-02-2011,Spring,2,20,False,6,Clear,-17.61111111111111,-17.617833333333333,0.87,0.2537,5,64,69.0
793,803,05-02-2011,Spring,2,21,False,6,Clear,-17.633333333333333,-17.634666666666664,1.0,0.194,3,53,56.0
794,804,05-02-2011,Spring,2,22,False,6,Clear,-17.633333333333333,-17.62627777777778,0.93,0.1343,2,43,45.0
795,805,05-02-2011,Spring,2,23,False,6,Clear,-17.633333333333333,-17.634666666666664,0.93,0.2239,7,52,59.0
796,806,06-02-2011,Spring,2,0,False,0,Clear,-17.633333333333333,-17.634666666666664,0.7,0.194,2,37,39.0
797,807,06-02-2011,Spring,2,1,False,0,Clear,-17.633333333333333,-17.6515,0.65,0.4179,4,40,44.0
798,808,06-02-2011,Spring,2,2,False,0,Clear,-17.633333333333333,-17.6515,0.6,0.3284,0,20,20.0
799,809,06-02-2011,Spring,2,3,False,0,Clear,-17.633333333333333,-17.617833333333333,0.6,0.0896,3,10,13.0
800,810,06-02-2011,Spring,2,4,False,0,Clear,-17.633333333333333,-17.6515,0.6,0.3582,0,2,2.0
801,811,06-02-2011,Spring,2,5,False,0,Clear,-17.633333333333333,-17.634666666666664,0.6,0.2239,0,1,1.0
802,812,06-02-2011,Spring,2,6,False,0,Clear,-17.633333333333333,-17.634666666666664,0.6,0.2239,0,1,1.0
803,813,06-02-2011,Spring,2,7,False,0,Clear,-17.644444444444446,-17.64311111111111,0.65,0.1642,0,8,8.0
804,814,06-02-2011,Spring,2,8,False,0,Clear,-17.644444444444446,-17.634666666666664,0.65,0.1045,2,21,23.0
805,815,06-02-2011,Spring,2,9,False,0,Clear,-17.62222222222222,-17.617833333333333,0.56,0.1045,7,38,45.0
806,816,06-02-2011,Spring,2,10,False,0,Clear,-17.61111111111111,-17.617833333333333,0.52,0.2537,15,74,89.0
807,817,06-02-2011,Spring,2,11,False,0,Clear,-17.6,-17.609444444444442,0.49,0.2537,28,89,117.0
808,818,06-02-2011,Spring,2,12,False,0,Clear,-17.58888888888889,-17.59261111111111,0.46,0.0,48,126,174.0
809,819,06-02-2011,Spring,2,13,False,0,Clear,-17.58888888888889,-17.575777777777777,0.46,0.0,47,135,182.0
810,820,06-02-2011,Spring,2,14,False,0,Clear,-17.58888888888889,-17.584166666666665,0.46,0.0896,47,114,161.0
811,821,06-02-2011,Spring,2,15,False,0,Clear,-17.58888888888889,-17.584166666666665,0.46,0.0896,52,130,182.0
812,822,06-02-2011,Spring,2,16,False,0,Clear,-17.58888888888889,-17.584166666666665,0.49,0.1045,42,115,157.0
813,823,06-02-2011,Spring,2,17,False,0,Clear,-17.58888888888889,-17.575777777777777,0.46,0.0,24,97,121.0
814,824,06-02-2011,Spring,2,18,False,0,Clear,-17.61111111111111,-17.609444444444442,0.56,0.1642,13,65,78.0
815,825,06-02-2011,Spring,2,19,False,0,Clear,-17.62222222222222,-17.617833333333333,0.61,0.1343,1,20,21.0
816,826,06-02-2011,Spring,2,20,False,0,Clear,-17.62222222222222,-17.617833333333333,0.61,0.1045,5,21,26.0
817,827,06-02-2011,Spring,2,21,False,0,Clear,-17.633333333333333,-17.609444444444442,0.6,0.0,5,22,27.0
818,828,06-02-2011,Spring,2,22,False,0,Clear,-17.633333333333333,-17.609444444444442,0.6,0.0,5,57,62.0
819,829,06-02-2011,Spring,2,23,False,0,Clear,-17.644444444444446,-17.617833333333333,0.65,0.0,4,26,30.0
820,830,07-02-2011,Spring,2,0,False,1,Clear,-17.644444444444446,-17.617833333333333,0.65,0.0,1,14,15.0
821,831,07-02-2011,Spring,2,1,False,1,Clear,-17.655555555555555,-17.62627777777778,0.75,0.0,1,4,5.0
822,832,07-02-2011,Spring,2,2,False,1,Clear,-17.666666666666668,-17.634666666666664,0.8,0.0,0,3,3.0
823,833,07-02-2011,Spring,2,3,False,1,Clear,-17.666666666666668,-17.634666666666664,0.86,0.0,0,1,1.0
824,834,07-02-2011,Spring,2,4,False,1,Clear,-17.666666666666668,-17.634666666666664,0.86,0.0,1,1,2.0
825,835,07-02-2011,Spring,2,5,False,1,Clear,-17.666666666666668,-17.634666666666664,0.86,0.0,1,9,10.0
826,836,07-02-2011,Spring,2,6,False,1,Clear,-17.677777777777777,-17.64311111111111,0.93,0.0,1,29,30.0
827,837,07-02-2011,Spring,2,7,False,1,Clear,-17.677777777777777,-17.64311111111111,0.86,0.0,6,89,95.0
828,838,07-02-2011,Spring,2,8,False,1,Mist,-17.688888888888886,-17.6515,1.0,0.0,7,223,183.5
829,839,07-02-2011,Spring,2,9,False,1,Clear,-17.655555555555555,-17.62627777777778,0.8,0.0,3,115,118.0
830,840,07-02-2011,Spring,2,10,False,1,Clear,-17.644444444444446,-17.634666666666664,0.75,0.1045,6,49,55.0
831,841,07-02-2011,Spring,2,11,False,1,Clear,-17.61111111111111,-17.601,0.65,0.0896,11,36,47.0
832,842,07-02-2011,Spring,2,12,False,1,Mist,-17.6,-17.584166666666665,0.62,0.0,7,59,66.0
833,843,07-02-2011,Spring,2,13,False,1,Mist,-17.666666666666668,-17.575777777777777,0.57,0.0896,10,54,64.0
834,844,07-02-2011,Spring,2,14,False,1,Mist,-17.666666666666668,-17.575777777777777,0.57,0.0896,8,52,60.0
835,845,07-02-2011,Spring,2,15,False,1,Mist,-17.666666666666668,-17.558944444444446,0.54,0.0896,4,46,50.0
836,846,07-02-2011,Spring,2,16,False,1,Mist,-17.666666666666668,-17.584166666666665,0.57,0.1343,16,98,114.0
837,847,07-02-2011,Spring,2,17,False,1,Mist,-17.6,-17.601,0.7,0.1642,9,207,183.5
838,848,07-02-2011,Spring,2,18,False,1,Mist,-17.58888888888889,-17.59261111111111,0.66,0.1343,5,170,175.0
839,849,07-02-2011,Spring,2,19,False,1,Mist,-17.6,-17.584166666666665,0.7,0.0,5,123,128.0
840,850,07-02-2011,Spring,2,20,False,1,Mist,-17.6,-17.59261111111111,0.7,0.1045,6,82,88.0
841,851,07-02-2011,Spring,2,21,False,1,Clear,-17.6,-17.584166666666665,0.7,0.0,3,75,78.0
842,852,07-02-2011,Spring,2,22,False,1,Clear,-17.62222222222222,-17.609444444444442,0.81,0.0896,3,34,37.0
843,853,07-02-2011,Spring,2,23,False,1,Mist,-17.61111111111111,-17.59261111111111,0.81,0.0,6,19,25.0
844,854,08-02-2011,Spring,2,0,False,2,Mist,-17.62222222222222,-17.601,0.87,0.0,4,6,10.0
845,855,08-02-2011,Spring,2,1,False,2,Mist,-17.62222222222222,-17.601,0.87,0.0,0,4,4.0
846,856,08-02-2011,Spring,2,2,False,2,Mist,-17.633333333333333,-17.62627777777778,0.93,0.1045,1,1,2.0
847,857,08-02-2011,Spring,2,3,False,2,Light Snow,-17.62222222222222,-17.62627777777778,0.93,0.1642,0,1,1.0
848,858,08-02-2011,Spring,2,4,False,2,Clear,-17.633333333333333,-17.634666666666664,0.93,0.1642,0,3,3.0
849,859,08-02-2011,Spring,2,5,False,2,Clear,-17.633333333333333,-17.6515,0.81,0.3284,0,2,2.0
850,860,08-02-2011,Spring,2,6,False,2,Clear,-17.633333333333333,-17.6515,0.7,0.3284,0,39,39.0
851,861,08-02-2011,Spring,2,7,False,2,Clear,-17.644444444444446,-17.668333333333337,0.65,0.4179,3,97,100.0
852,862,08-02-2011,Spring,2,8,False,2,Clear,-17.644444444444446,-17.668333333333337,0.56,0.4925,7,236,183.5
853,863,08-02-2011,Spring,2,9,False,2,Clear,-17.644444444444446,-17.668333333333337,0.52,0.4925,7,128,135.0
854,864,08-02-2011,Spring,2,10,False,2,Clear,-17.655555555555555,-17.67677777777778,0.47,0.5522,4,44,48.0
855,865,08-02-2011,Spring,2,11,False,2,Clear,-17.655555555555555,-17.67677777777778,0.47,0.4627,1,49,50.0
856,866,08-02-2011,Spring,2,12,False,2,Clear,-17.644444444444446,-17.668333333333337,0.38,0.4925,2,63,65.0
857,867,08-02-2011,Spring,2,13,False,2,Mist,-17.644444444444446,-17.668333333333337,0.32,0.4478,2,48,50.0
858,868,08-02-2011,Spring,2,14,False,2,Clear,-17.655555555555555,-17.668333333333337,0.37,0.4179,3,61,64.0
859,869,08-02-2011,Spring,2,15,False,2,Clear,-17.655555555555555,-17.668333333333337,0.35,0.3881,6,45,51.0
860,870,08-02-2011,Spring,2,16,False,2,Clear,-17.655555555555555,-17.67677777777778,0.35,0.5224,4,79,83.0
861,871,08-02-2011,Spring,2,17,False,2,Clear,-17.655555555555555,-17.67677777777778,0.32,0.5522500000000001,4,172,176.0
862,872,08-02-2011,Spring,2,18,False,2,Clear,-17.666666666666668,-17.67677777777778,0.32,0.3881,1,151,152.0
863,873,08-02-2011,Spring,2,19,False,2,Clear,-17.688888888888886,-17.710444444444445,0.4,0.4627,1,100,101.0
864,874,08-02-2011,Spring,2,20,False,2,Clear,-17.688888888888886,-17.702,0.4,0.3284,3,53,56.0
865,875,08-02-2011,Spring,2,21,False,2,Clear,-17.700000000000003,-17.718833333333333,0.33,0.4627,8,46,54.0
866,876,08-02-2011,Spring,2,22,False,2,Clear,-17.711111111111112,-17.718833333333333,0.33,0.3582,0,29,29.0
867,877,08-02-2011,Spring,2,23,False,2,Clear,-17.711111111111112,-17.718833333333333,0.33,0.3284,3,9,12.0
868,878,09-02-2011,Spring,2,0,False,3,Clear,-17.72222222222222,-17.735666666666663,0.36,0.3582,0,17,17.0
869,879,09-02-2011,Spring,2,1,False,3,Clear,-17.72222222222222,-17.718833333333333,0.36,0.2239,0,7,7.0
870,880,09-02-2011,Spring,2,2,False,3,Clear,-17.733333333333334,-17.735666666666663,0.38,0.2836,1,2,3.0
871,881,09-02-2011,Spring,2,3,False,3,Clear,-17.744444444444447,-17.735666666666663,0.45,0.1343,0,2,2.0
872,882,09-02-2011,Spring,2,5,False,3,Clear,-17.744444444444447,-17.718833333333333,0.45,0.1045,0,7,7.0
873,883,09-02-2011,Spring,2,6,False,3,Clear,-17.744444444444447,-17.69361111111111,0.45,0.0,0,43,43.0
874,884,09-02-2011,Spring,2,7,False,3,Clear,-17.744444444444447,-17.718833333333333,0.49,0.1045,4,95,99.0
875,885,09-02-2011,Spring,2,8,False,3,Clear,-17.72222222222222,-17.702,0.42,0.0,1,198,183.5
876,886,09-02-2011,Spring,2,9,False,3,Clear,-17.711111111111112,-17.702,0.39,0.1642,4,119,123.0
877,887,09-02-2011,Spring,2,10,False,3,Clear,-17.700000000000003,-17.67677777777778,0.36,0.0,8,51,59.0
878,888,09-02-2011,Spring,2,11,False,3,Mist,-17.700000000000003,-17.69361111111111,0.43,0.1642,1,40,41.0
879,889,09-02-2011,Spring,2,12,False,3,Mist,-17.677777777777777,-17.67677777777778,0.4,0.2239,4,57,61.0
880,890,09-02-2011,Spring,2,13,False,3,Clear,-17.677777777777777,-17.685166666666667,0.4,0.2537,2,67,69.0
881,891,09-02-2011,Spring,2,14,False,3,Clear,-17.666666666666668,-17.67677777777778,0.34,0.2985,2,56,58.0
882,892,09-02-2011,Spring,2,15,False,3,Mist,-17.666666666666668,-17.67677777777778,0.34,0.2836,3,61,64.0
883,893,09-02-2011,Spring,2,16,False,3,Mist,-17.666666666666668,-17.668333333333337,0.37,0.2537,7,72,79.0
884,894,09-02-2011,Spring,2,17,False,3,Mist,-17.666666666666668,-17.668333333333337,0.34,0.2537,9,157,166.0
885,895,09-02-2011,Spring,2,18,False,3,Mist,-17.677777777777777,-17.685166666666667,0.47,0.2985,2,168,170.0
886,896,09-02-2011,Spring,2,19,False,3,Light Snow,-17.700000000000003,-17.710444444444445,0.86,0.2537,1,87,88.0
887,897,09-02-2011,Spring,2,20,False,3,Light Snow,-17.700000000000003,-17.69361111111111,0.86,0.1642,0,84,84.0
888,898,09-02-2011,Spring,2,21,False,3,Mist,-17.700000000000003,-17.69361111111111,0.86,0.1642,0,83,83.0
889,899,09-02-2011,Spring,2,22,False,3,Light Snow,-17.688888888888886,-17.685166666666667,0.8,0.1642,4,42,46.0
890,900,09-02-2011,Spring,2,23,False,3,Light Snow,-17.688888888888886,-17.69361111111111,0.8,0.194,0,37,37.0
891,901,10-02-2011,Spring,2,0,False,4,Light Snow,-17.700000000000003,-17.702,0.86,0.194,0,16,16.0
892,902,10-02-2011,Spring,2,1,False,4,Light Snow,-17.700000000000003,-17.69361111111111,0.8,0.1343,0,7,7.0
893,903,10-02-2011,Spring,2,2,False,4,Light Snow,-17.700000000000003,-17.69361111111111,0.8,0.1343,0,3,3.0
894,904,10-02-2011,Spring,2,4,False,4,Mist,-17.700000000000003,-17.702,0.59,0.2239,0,1,1.0
895,905,10-02-2011,Spring,2,5,False,4,Mist,-17.711111111111112,-17.710444444444445,0.5,0.2239,0,6,6.0
896,906,10-02-2011,Spring,2,6,False,4,Mist,-17.711111111111112,-17.710444444444445,0.54,0.2836,0,26,26.0
897,907,10-02-2011,Spring,2,7,False,4,Clear,-17.72222222222222,-17.735666666666663,0.5,0.4179,0,99,99.0
898,908,10-02-2011,Spring,2,8,False,4,Clear,-17.72222222222222,-17.735666666666663,0.49,0.3284,5,173,178.0
899,909,10-02-2011,Spring,2,9,False,4,Clear,-17.711111111111112,-17.718833333333333,0.42,0.3582,1,121,122.0
900,910,10-02-2011,Spring,2,10,False,4,Clear,-17.711111111111112,-17.718833333333333,0.42,0.2985,1,34,35.0
901,911,10-02-2011,Spring,2,11,False,4,Clear,-17.700000000000003,-17.710444444444445,0.39,0.3582,1,44,45.0
902,912,10-02-2011,Spring,2,12,False,4,Clear,-17.688888888888886,-17.702,0.34,0.3881,4,65,69.0
903,913,10-02-2011,Spring,2,13,False,4,Clear,-17.677777777777777,-17.685166666666667,0.29,0.2985,3,59,62.0
904,914,10-02-2011,Spring,2,14,False,4,Clear,-17.666666666666668,-17.67677777777778,0.27,0.2836,6,42,48.0
905,915,10-02-2011,Spring,2,15,False,4,Clear,-17.666666666666668,-17.668333333333337,0.25,0.2537,0,50,50.0
906,916,10-02-2011,Spring,2,16,False,4,Clear,-17.666666666666668,-17.67677777777778,0.27,0.2985,4,76,80.0
